"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"1139","share of stateowned banks-IPD-c4000","408-IPD-c4000","c4000","c4000","Share of Stateowned banks","IPD","C4000","C4000","Index",4.437,"Public Sector Management","Financial System","Other","Share of Stateowned banks","",NA,"","","","","",NA,"","","","","IPD821","31632","","",""
"1140","share of stateowned enterprises-IPD-b4000","994-IPD-b4000","B4000","B4000","Share of stateowned enterprises","IPD","B4000","B4000","Index",4.557,"Public Sector Management","State owned enterprises","Other","Share of stateowned enterprises","",NA,"","","","","",NA,"","","","","IPD837","31648","","",""
"1141","share of supermarkets in the retail trade household consumption-IPD-b7010","900-IPD-b7010","B7010","B7010","Share of supermarkets in the retail trade (household consumption)","IPD","B7010","B7010","Index",5.402,"Checks and Balances","Power and influence of important actors","Other","Share of supermarkets in the retail trade (household consumption)","",NA,"","","","","",NA,"","","","","IPD838","31649","","",""
"1142","shareholders weight of dispersed shareownership-IPD-b708","984-IPD-b708","B708","B708","Shareholders: Weight of dispersed shareownership","IPD","B708","B708","Index",4.538,"Public Sector Management","Financial System","Other","Shareholders: Weight of dispersed shareownership","",NA,"","","","","",NA,"","","","","IPD839","31650","","",""
"1143","shareholders weight of family shareholders-IPD-b707","982-IPD-b707","B707","B707","Shareholders: weight of family shareholders","IPD","B707","B707","Index",4.371,"Public Sector Management","Financial System","Other","Shareholders: weight of family shareholders","",NA,"","","","","",NA,"","","","","IPD840","31652","","",""
"1144","shareholders weight of institutional investors-IPD-b705","977-IPD-b705","B705","B705","Shareholders: weight of institutional investors","IPD","B705","B705","Index",5.016,"Public Sector Management","Financial System","Other","Shareholders: weight of institutional investors","",NA,"","","","","",NA,"","","","","IPD841","31653","","",""
"1145","shareholders weight of the government-IPD-b706","980-IPD-b706","B706","B706","Shareholders: weight of the government","IPD","B706","B706","Index",5.075,"Public Sector Management","Financial System","Other","Shareholders: weight of the government","",NA,"","","","","",NA,"","","","","IPD842","31654","","",""
"1146","sickness coverage-IPD-a9040","1359-IPD-a9040","A9040","A9040","Sickness coverage","IPD","A9040","A9040","Index",4.18,"Fairness and equity","Redistribution mechanism","Other","Sickness coverage","",NA,"","","","","",NA,"","","","","IPD843","31655","","",""
"1147","significance of informal work in rural areas-IPD-d4021","44-IPD-d4021","D4021","D4021","Significance of informal work in rural areas","IPD","D4021","D4021","Index",4.03,"Fairness and equity","Social protection and labor","Other","Significance of informal work in rural areas","",NA,"","","","","",NA,"","","","","IPD844","31656","","",""
"1148","significance of informal work in rural areas-IPD-d4021","365-IPD-d4021","d4021","d4021","Significance of informal work in rural areas","IPD","D4021","D4021","Index",4.03,"Fairness and equity","Social protection and labor","Other","Significance of informal work in rural areas","",NA,"","","","","",NA,"","","","","IPD844","31656","","",""
"1149","significance of informal work in urban areas-IPD-d4020","366-IPD-d4020","d4020","d4020","Significance of informal work in urban areas","IPD","D4020","D4020","Index",4.013,"Fairness and equity","Social protection and labor","Other","Significance of informal work in urban areas","",NA,"","","","","",NA,"","","","","IPD845","31657","","",""
"1150","significance of informal work in urban areas-IPD-d4020","45-IPD-d4020","D4020","D4020","Significance of informal work in urban areas","IPD","D4020","D4020","Index",4.013,"Fairness and equity","Social protection and labor","Other","Significance of informal work in urban areas","",NA,"","","","","",NA,"","","","","IPD845","31657","","",""
"1151","single exchange rate for commercial transactions-IPD-b4033","932-IPD-b4033","B4033","B4033","Single exchange rate for commercial transactions","IPD","B4033","B4033","Index",4.293,"Public Sector Management","Financial System","Other","Single exchange rate for commercial transactions","",NA,"","","","","",NA,"","","","","IPD846.1","31658","","",""
"1152","single exchange rate for commercial transactions-IPD-b4050","865-IPD-b4050","B4050","B4050","Single exchange rate for commercial transactions","IPD","B4050","B4050","Index",4.293,"Public Sector Management","Financial System","Other","Single exchange rate for commercial transactions","",NA,"","","","","",NA,"","","","","IPD846.2","31659","","",""
"1153","single political party de facto-IPD-a5015","1253-IPD-a5015","A5015","A5015","Single political party (de facto)","IPD","A5015","A5015","Index",5.235,"Checks and Balances","Power and influence of important actors","Other","Single political party (de facto)","",NA,"","","","","",NA,"","","","","IPD847","31660","","",""
"1154","skills level of bank executives-IPD-c5000","403-IPD-c5000","c5000","c5000","Skills level of bank executives","IPD","C5000","C5000","Index",4.097,"Public Sector Management","Financial System","Other","Skills level of bank executives","",NA,"","","","","",NA,"","","","","IPD848","31661","","",""
"1155","skills level of bank executives-IPD-c5000","81-IPD-c5000","C5000","C5000","Skills level of bank executives","IPD","C5000","C5000","Index",4.097,"Public Sector Management","Financial System","Other","Skills level of bank executives","",NA,"","","","","",NA,"","","","","IPD848","31661","","",""
"1156","small farmers-IPD-a5004","1242-IPD-a5004","A5004","A5004","Small farmers","IPD","A5004","A5004","Index",4.79,"Checks and Balances","Power and influence of important actors","Other","Small farmers","",NA,"","","","","",NA,"","","","","IPD849","31662","","",""
"1157","smes-IPD-a5001","1239-IPD-a5001","A5001","A5001","SMEs","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1158","social dialogue effectiveness at branch level-IPD-d7012","29-IPD-d7012","D7012","D7012","Social dialogue effectiveness at branch level","IPD","D7012","D7012","Index",4.162,"Fairness and equity","Social protection and labor","Other","Social dialogue effectiveness at branch level","",NA,"","","","","",NA,"","","","","IPD851","31665","","",""
"1159","social dialogue effectiveness at branch level-IPD-d7012","350-IPD-d7012","d7012","d7012","Social dialogue effectiveness at branch level","IPD","D7012","D7012","Index",4.162,"Fairness and equity","Social protection and labor","Other","Social dialogue effectiveness at branch level","",NA,"","","","","",NA,"","","","","IPD851","31665","","",""
"1160","social dialogue effectiveness at national level-IPD-d7011","30-IPD-d7011","D7011","D7011","Social dialogue effectiveness at national level","IPD","D7011","D7011","Index",4.041,"Fairness and equity","Social protection and labor","Other","Social dialogue effectiveness at national level","",NA,"","","","","",NA,"","","","","IPD852","31666","","",""
"1161","social dialogue effectiveness at national level-IPD-d7011","351-IPD-d7011","d7011","d7011","Social dialogue effectiveness at national level","IPD","D7011","D7011","Index",4.041,"Fairness and equity","Social protection and labor","Other","Social dialogue effectiveness at national level","",NA,"","","","","",NA,"","","","","IPD852","31666","","",""
"1162","social dialogue effectiveness within companies-IPD-d7010","31-IPD-d7010","D7010","D7010","Social dialogue effectiveness within companies","IPD","D7010","D7010","Index",4.211,"Fairness and equity","Social protection and labor","Other","Social dialogue effectiveness within companies","",NA,"","","","","",NA,"","","","","IPD853","31667","","",""
"1163","social dialogue effectiveness within companies-IPD-d7010","352-IPD-d7010","d7010","d7010","Social dialogue effectiveness within companies","IPD","D7010","D7010","Index",4.211,"Fairness and equity","Social protection and labor","Other","Social dialogue effectiveness within companies","",NA,"","","","","",NA,"","","","","IPD853","31667","","",""
"1164","social dialogue-IPD-d701","723-IPD-d701","D701","D701","Social dialogue","IPD","D701","D701","Index",4.159,"Fairness and equity","Social protection and labor","Other","Social dialogue","",NA,"","","","","",NA,"","","","","IPD850","31664","","",""
"1165","social mobility in the civil service-IPD-d9010","740-IPD-d9010","D9010","D9010","Social mobility in the civil service","IPD","D9010","D9010","Index",4.067,"Fairness and equity","Social protection and labor","Other","Social mobility in the civil service","",NA,"","","","","",NA,"","","","","IPD854","31668","","",""
"1166","social mobility in the private sector-IPD-d9011","741-IPD-d9011","D9011","D9011","Social mobility in the private sector","IPD","D9011","D9011","Index",4.203,"Fairness and equity","Social protection and labor","Other","Social mobility in the private sector","",NA,"","","","","",NA,"","","","","IPD855","31669","","",""
"1167","social mobility recruitment and promotion in the public and private sectors-IPD-d901","739-IPD-d901","D901","D901","Social mobility: recruitment and promotion in the public and private sectors","IPD","D901","D901","Index",4.033,"Fairness and equity","Social protection and labor","Other","Social mobility: recruitment and promotion in the public and private sectors","",NA,"","","","","",NA,"","","","","IPD856","31670","","",""
"1168","social mobility young graduates from higher education-IPD-d902","742-IPD-d902","D902","D902","Social mobility: young graduates from higher education","IPD","D902","D902","Index",4.213,"Fairness and equity","Social protection and labor","Other","Social mobility: young graduates from higher education","",NA,"","","","","",NA,"","","","","IPD857","31671","","",""
"1169","social segregation based on ethnic origin or caste-IPD-a9001","1345-IPD-a9001","A9001","A9001","Social segregation based on ethnic origin or caste","IPD","A9001","A9001","Index",4.07,"Trust","Social cohesion (trust in others)","Other","Social segregation based on ethnic origin or caste","",NA,"","","","","",NA,"","","","","IPD858","31672","","",""
"1170","social segregation based on gender-IPD-a9000","1344-IPD-a9000","A9000","A9000","Social segregation based on gender","IPD","A9000","A9000","Index",4.038,"Trust","Social cohesion (trust in others)","Other","Social segregation based on gender","",NA,"","","","","",NA,"","","","","IPD859","31673","","",""
"1171","social segregation based on religion-IPD-a9002","1346-IPD-a9002","A9002","A9002","Social segregation based on religion","IPD","A9002","A9002","Index",4.047,"Trust","Social cohesion (trust in others)","Other","Social segregation based on religion","",NA,"","","","","",NA,"","","","","IPD860","31675","","",""
"1172","societys aptitude for adaptation and innovation-IPD-a511","1278-IPD-a511","A511","A511","Societys aptitude for adaptation and innovation","IPD","A511","A511","Index",4.942,"Public Sector Management","Innovation","Other","Societys aptitude for adaptation and innovation","",NA,"","","","","",NA,"","","","","IPD861","31676","","",""
