overlap;Indicator_Id;Indicator_Code;Indicator_Name;Display_Name;Dataset;Value_Type_Slug;Value_Type_Descriptor;Units;Description;Rank_1;Category_11;Category_12;Category_13;Category_14;Category_15;Rank_2;Category_21;Category_22;Category_23;Category_24;Category_25;Rank_3;Category_31;Category_32;Category_33;Category_34;answer
TC;WBL8;WBL8;Are there civil remedies for sexual harassment in employment?;Are there civil remedies for sexual harassment in employment?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.087;Private Sector Interface;Property rights and contracts;;;;4.021;Private Sector Interface;Permits and Licenses;;;;4.250;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL80;WBL80;Does the law mandate paid or unpaid parental leave?;Does the law mandate paid or unpaid parental leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.026;Private Sector Interface;Property rights and contracts;;;;4.339;Private Sector Interface;Permits and Licenses;;;;4.144;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL81;WBL81;Does the law mandate paid or unpaid paternity leave?;Does the law mandate paid or unpaid paternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.518;Private Sector Interface;Property rights and contracts;;;;4.104;Private Sector Interface;Permits and Licenses;;;;4.205;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL82;WBL82;Does the law prohibit discrimination by creditors on the basis of gender in access to credit?;Does the law prohibit discrimination by creditors on the basis of gender in access to credit?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.202;Private Sector Interface;Property rights and contracts;;;;4.234;Private Sector Interface;Permits and Licenses;;;;4.020;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL83;WBL83;Does the law prohibit discrimination by creditors on the basis of marital status in access to credit?;Does the law prohibit discrimination by creditors on the basis of marital status in access to credit?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.240;Private Sector Interface;Property rights and contracts;;;;4.156;Private Sector Interface;Permits and Licenses;;;;4.082;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL84;WBL84;Does the law prohibit or invalidate child or early marriage?;Does the law prohibit or invalidate child or early marriage?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.445;Private Sector Interface;Property rights and contracts;;;;4.261;Private Sector Interface;Permits and Licenses;;;;4.074;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL85;WBL85;Does the law provide for the valuation of nonmonetary contributions?;Does the law provide for the valuation of non-monetary contributions? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.069;Private Sector Interface;Property rights and contracts;;;;4.018;Private Sector Interface;Permits and Licenses;;;;4.101;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL86;WBL86;Does the law recognize customary courts?;Does the law recognize customary courts?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.273;Private Sector Interface;Property rights and contracts;;;;4.014;Private Sector Interface;Permits and Licenses;;;;4.070;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL87;WBL87;Does the law recognize personal law courts?;Does the law recognize personal law courts?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.533;Private Sector Interface;Property rights and contracts;;;;4.198;Private Sector Interface;Permits and Licenses;;;;4.350;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL88;WBL88;How many days of paid parental leave must be taken by the father?;How many days of paid parental leave must be taken by the father?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.389;Private Sector Interface;Property rights and contracts;;;;4.011;Private Sector Interface;Permits and Licenses;;;;4.302;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL89;WBL89;How many days of paid parental leave must be taken by the mother?;How many days of paid parental leave must be taken by the mother?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.361;Private Sector Interface;Property rights and contracts;;;;4.236;Private Sector Interface;Permits and Licenses;;;;4.032;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL9;WBL9;Are there civil remedies for sexual harassment?;Are there civil remedies for sexual harassment?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.139;Private Sector Interface;Property rights and contracts;;;;4.164;Private Sector Interface;Permits and Licenses;;;;4.292;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL90;WBL90;How many days of unpaid parental leave must be taken by the father?;How many days of unpaid parental leave must be taken by the father?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.162;Private Sector Interface;Property rights and contracts;;;;4.329;Private Sector Interface;Permits and Licenses;;;;4.278;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL91;WBL91;How many days of unpaid parental leave must be taken by the mother?;How many days of unpaid parental leave must be taken by the mother?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.544;Private Sector Interface;Property rights and contracts;;;;4.172;Private Sector Interface;Permits and Licenses;;;;4.254;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL92;WBL92;How many justices are on the constitutional court?;How many justices are on the constitutional court?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.154;Private Sector Interface;Property rights and contracts;;;;4.293;Private Sector Interface;Permits and Licenses;;;;4.058;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL93;WBL93;If customary law is recognized as a valid source of law under the constitution, is it invalid if it violates constitutional provisions on nondiscrimination or equality?;If customary law is recognized as a valid source of law under the Constitution is it invalid if it violates constitutional provisions on non-discrimination or equality?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.318;Private Sector Interface;Property rights and contracts;;;;4.138;Private Sector Interface;Permits and Licenses;;;;4.336;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL94;WBL94;If personal law is recognized as a valid source of law under the constitution, is it invalid if it violates constitutional provisions on nondiscrimination or equality?;If personal law is recognized as a valid source of law under the Constitution is it invalid if it violates constitutional provisions on non-discrimination or equality?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.191;Private Sector Interface;Property rights and contracts;;;;4.351;Private Sector Interface;Permits and Licenses;;;;4.303;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL95;WBL95;If the husband administers property, is spousal consent required for major transactions?;If the husband administers property is spousal consent required for major transactions?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.343;Private Sector Interface;Property rights and contracts;;;;4.303;Private Sector Interface;Permits and Licenses;;;;4.117;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL96;WBL96;If there is a nondiscrimiN/Ation clause in the constitution, does it mention gender? ;If there is a non-discrimination clause in the constitution does it mention gender?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.331;Private Sector Interface;Property rights and contracts;;;;4.171;Private Sector Interface;Permits and Licenses;;;;4.319;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL97;WBL97;If there is a nondiscrimination clause in the constitution, does it mention gender? ;If there is a non-discrimination clause in the constitution does it mention gender?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.193;Private Sector Interface;Property rights and contracts;;;;4.309;Private Sector Interface;Permits and Licenses;;;;4.299;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL98;WBL98;If there is no legislation specifically protecting against domestic violence, are there aggravating penalties for crimes against a spouse or family member?;If there is no legislation specifically protecting against domestic violence are there aggravating penalties for crimes against a spouse or family member?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.031;Private Sector Interface;Property rights and contracts;;;;4.032;Private Sector Interface;Permits and Licenses;;;;4.182;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL99;WBL99;If there is no specific provision that explicitly criminalizes marital rape, can a woman otherwise file a criminal complaint against her husband for rape? ;If there is no specific provision that explicitly criminalizes marital rape can a woman otherwise file a criminal complaint against her husband for rape?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.426;Private Sector Interface;Property rights and contracts;;;;4.353;Private Sector Interface;Permits and Licenses;;;;4.022;Private Sector Interface;Regulation of entry and exit;;;Total
API;WGI1;WGI1.1;Control of Corruption;Control of Corruption;WGI;Estimate;Estimate;Value;;1.010;Absence of Corruption;Prevention and sanction;;;;1.010;Governance;Overall Governance;;;;.;;;;;Estimate
API;WGI1;WGI1.2;Control of Corruption;Control of Corruption;WGI;Lower;Lower;Value;;1.010;Absence of Corruption;Prevention and sanction;;;;1.010;Governance;Overall Governance;;;;.;;;;;Lower
API;WGI1;WGI1.3;Control of Corruption;Control of Corruption;WGI;NumSrc;NumSrc;Value;;1.010;Absence of Corruption;Prevention and sanction;;;;1.010;Governance;Overall Governance;;;;.;;;;;NumSrc
API;WGI1;WGI1.4;Control of Corruption;Control of Corruption;WGI;Rank;Rank;Value;;1.010;Absence of Corruption;Prevention and sanction;;;;1.010;Governance;Overall Governance;;;;.;;;;;Rank
API;WGI1;WGI1.5;Control of Corruption;Control of Corruption;WGI;StdErr;StdErr;Value;;1.010;Absence of Corruption;Prevention and sanction;;;;1.010;Governance;Overall Governance;;;;.;;;;;StdErr
API;WGI1;WGI1.6;Control of Corruption;Control of Corruption;WGI;Upper;Upper;Value;;1.010;Absence of Corruption;Prevention and sanction;;;;1.010;Governance;Overall Governance;;;;.;;;;;Upper
API;WGI2;WGI2.1;Government Effectiveness;Government Effectiveness;WGI;Estimate;Estimate;Value;;1.020;Public Sector Management;Enforcement;;;;1.020;Governance;Overall Governance;;;;.;;;;;Estimate
API;WGI2;WGI2.2;Government Effectiveness;Government Effectiveness;WGI;Lower;Lower;Value;;1.020;Public Sector Management;Enforcement;;;;1.020;Governance;Overall Governance;;;;.;;;;;Lower
API;WGI2;WGI2.3;Government Effectiveness;Government Effectiveness;WGI;NumSrc;NumSrc;Value;;1.020;Public Sector Management;Enforcement;;;;1.020;Governance;Overall Governance;;;;.;;;;;NumSrc
API;WGI2;WGI2.4;Government Effectiveness;Government Effectiveness;WGI;Rank;Rank;Value;;1.020;Public Sector Management;Enforcement;;;;1.020;Governance;Overall Governance;;;;.;;;;;Rank
API;WGI2;WGI2.5;Government Effectiveness;Government Effectiveness;WGI;StdErr;StdErr;Value;;1.020;Public Sector Management;Enforcement;;;;1.020;Governance;Overall Governance;;;;.;;;;;StdErr
API;WGI2;WGI2.6;Government Effectiveness;Government Effectiveness;WGI;Upper;Upper;Value;;1.020;Public Sector Management;Enforcement;;;;1.020;Governance;Overall Governance;;;;.;;;;;Upper
API;WGI3;WGI3.1;Political Stability No Violence;Political Stability No Violence;WGI;Estimate;Estimate;Value;;1.020;Security;Crime;;;;1.020;Security;Violent conflict;;;;.;;;;;Estimate
API;WGI3;WGI3.2;Political Stability No Violence;Political Stability No Violence;WGI;Lower;Lower;Value;;1.020;Security;Crime;;;;1.020;Security;Violent conflict;;;;.;;;;;Lower
API;WGI3;WGI3.3;Political Stability No Violence;Political Stability No Violence;WGI;NumSrc;NumSrc;Value;;1.020;Security;Crime;;;;1.020;Security;Violent conflict;;;;.;;;;;NumSrc
API;WGI3;WGI3.4;Political Stability No Violence;Political Stability No Violence;WGI;Rank;Rank;Value;;1.020;Security;Crime;;;;1.020;Security;Violent conflict;;;;.;;;;;Rank
API;WGI3;WGI3.5;Political Stability No Violence;Political Stability No Violence;WGI;StdErr;StdErr;Value;;1.020;Security;Crime;;;;1.020;Security;Violent conflict;;;;.;;;;;StdErr
API;WGI3;WGI3.6;Political Stability No Violence;Political Stability No Violence;WGI;Upper;Upper;Value;;1.020;Security;Crime;;;;1.020;Security;Violent conflict;;;;.;;;;;Upper
API;WGI4;WGI4.1;Regulatory Quality;Regulatory Quality;WGI;Estimate;Estimate;Value;;1.010;Public Sector Management;Administrative and Policymaking capacity;;;;4.029;Private Sector Interface;Regulation of entry and exit;;;;1.010;Governance;Overall Governance;;;Estimate
API;WGI4;WGI4.2;Regulatory Quality;Regulatory Quality;WGI;Lower;Lower;Value;;1.010;Public Sector Management;Administrative and Policymaking capacity;;;;4.029;Private Sector Interface;Regulation of entry and exit;;;;1.010;Governance;Overall Governance;;;Lower
API;WGI4;WGI4.3;Regulatory Quality;Regulatory Quality;WGI;NumSrc;NumSrc;Value;;1.010;Public Sector Management;Administrative and Policymaking capacity;;;;4.029;Private Sector Interface;Regulation of entry and exit;;;;1.010;Governance;Overall Governance;;;NumSrc
API;WGI4;WGI4.4;Regulatory Quality;Regulatory Quality;WGI;Rank;Rank;Value;;1.010;Public Sector Management;Administrative and Policymaking capacity;;;;4.029;Private Sector Interface;Regulation of entry and exit;;;;1.010;Governance;Overall Governance;;;Rank
API;WGI4;WGI4.5;Regulatory Quality;Regulatory Quality;WGI;StdErr;StdErr;Value;;1.010;Public Sector Management;Administrative and Policymaking capacity;;;;4.029;Private Sector Interface;Regulation of entry and exit;;;;1.010;Governance;Overall Governance;;;StdErr
